settelmentdate,REGION,totaldemandday,minrrp,maxrrp,meanrrp,medianrrp,firstrrp,lastrrp,TempMin_C,TempMax_C,Temp9am_C,Temp3pm_C
2018-01-02,QLD,330827.2,49.7,97.46,73.78166666666667,75.355,75.56,89.89,23.4,30.8,27.1,29.8
2018-01-03,QLD,326784.28,46.87,127.04,70.87791666666666,67.89,88.38,70.8,21.7,31.2,27.4,26.8
2018-01-04,QLD,327552.84,37.99,87.76,63.850625,64.55000000000001,71.66,65.6,21,29.5,27.2,27.2
2018-01-05,QLD,324610.49,52.41,103.93,66.31104166666667,64.5,69.68,64.42,22.2,29.5,26.8,28.9
2018-01-06,QLD,310418.1,45.29,96.17,62.1325,60.405,64.75,60.88,20.7,31.1,27.8,29.1
2018-01-07,QLD,302698.86,46.33,97.23,67.59416666666667,64.91999999999999,64.85,82.29,NA,31.5,27,30.3
2018-01-08,QLD,319865.04,49.27,133.51,78.42791666666666,78.05,80.67,90.45,NA,32.4,27.7,30.7
2018-01-09,QLD,335936.54,52.55,99.35,76.82354166666667,77.81,95.11,81.21,22.3,32.1,28.8,30.7
2018-01-10,QLD,337046.2,51.23,123.45,74.84645833333333,77.58000000000001,83.94,81.98,22,32.3,28.6,31.5
2018-01-11,QLD,338667.62,54.5,101.13,72.02041666666666,67.255,78.32,96.33,23.7,31.4,29.5,29.5
2018-01-12,QLD,341427.2,63.22,159.61,91.32625,89.735,89.7,98.82,NA,32.6,28.4,31.5
2018-01-13,QLD,340972.88,58.78,2467.64,147.4125,92.07,103.92,2467.64,24,35.6,31.2,32.4
2018-01-14,QLD,344837.07,51.49,1765.12,108.089375,60.84,75.64,59.73,24.2,37.5,32.8,37.3
2018-01-15,QLD,321947.39,50.59,64.85,59.99604166666667,60.555,61.67,61,17.4,30.3,24.8,27.6
2018-01-16,QLD,308156.33,53.45,84.75,65.3075,62.965,61.67,66.68,17.7,31.1,26.6,29.5
2018-01-17,QLD,305204.84,55.48,97.09,67.19520833333334,64.385,67.36,63.75,18.3,29.4,25.1,27.5
2018-01-18,QLD,308045.59,57.27,89.87,67.49354166666667,64.08000000000001,64.49,65.06,19.5,30,25.2,28.8
2018-01-19,QLD,313878.63,53.36,213.93,76.09395833333333,65.925,76.94,85.35,17.4,31.4,25.9,29.7
2018-01-20,QLD,304106.24,-303.61,109.33,47.014375,56.620000000000005,82.69,63.01,19.1,32.2,26.8,29.9
2018-01-21,QLD,299072.82,47.2,89.46,67.43729166666667,65.15,70.14,81.9,21.1,30.2,27.3,28.4
2018-01-22,QLD,316188.44,50.62,135.93,79.6025,77.4,82.97,76.81,20.8,31.7,27.2,29.6
2018-01-23,QLD,334541.56,50.46,118.05,76.47479166666666,83.58500000000001,84.89,87.56,20.3,32.3,26.9,30.5
2018-01-24,QLD,344364.15,50.49,104.23,80.51958333333333,84.15,86.68,97.94,22.4,31.6,27.3,29.9
2018-01-25,QLD,350544.1,67.07,111.79,87.42875,85.07,105.21,92.32,23.6,NA,29.2,29.7
2018-01-26,QLD,337596.24,48.81,104.45,71.07979166666667,67.85499999999999,92.28,75.03,23.2,32.5,28.6,31.4
2018-01-27,QLD,327678.6,50.52,101.83,74.90166666666667,81.12,84.24,95.66,24.3,32.8,30.6,29.9
2018-01-28,QLD,321354.04,46.73,115.74,70.23458333333333,63.635000000000005,96.93,78.78,23.6,30.2,27.6,28.9
2018-01-29,QLD,323786.78,52.35,113.71,80.395625,84.505,85.18,89.18,21.8,31.5,28.1,29.3
2018-01-30,QLD,336922.64,51.09,99.31,75.74416666666667,78,96.92,89.83,22.5,32.7,27.3,30.8
2018-01-31,QLD,340483.1,47.5,146.66,77.68,73.575,94.18,82.14,22.3,34.7,29.1,31.3
2018-02-01,QLD,350232.38,51.4,101.81,70.57833333333333,66.11,81.61,60.02,21.3,25.5,22.7,24.2
2018-02-02,QLD,321988.56,37.62,85.93,64.13416666666667,64.47,61.87,64.69,18.5,21.7,19.6,20.8
2018-02-03,QLD,301695.51,43.01,73.37,57.545208333333335,58.825,72.49,55.12,18.8,22.8,20.5,19.5
2018-02-04,QLD,283123.75,25.85,74.96,54.99875,55.2,54.84,48.06,17.8,28,22.6,27.8
2018-02-05,QLD,287112.62,43.63,95.59,68.09,66.81,48.56,63.97,18.4,30.1,25.7,28.2
2018-02-06,QLD,299917.12,38.73,86.11,62.59375,59.725,63.97,59.17,18.9,NA,25.9,28
2018-02-07,QLD,300629.14,33.86,83.62,57.06645833333334,56.665,59.28,61.47,18.5,29.3,25.7,28.3
2018-02-08,QLD,301743.62,32.82,112.57,62.98229166666667,60.675,67.76,59,18.6,29,25.4,28.2
2018-02-09,QLD,303983.06,53.98,118.29,77.47208333333333,78.08500000000001,64.19,84.29,18.3,31.2,25.8,28.9
2018-02-10,QLD,300879.05,47.06,131.89,69.24104166666666,59.59,84.67,61.88,19.4,32.8,26.4,32.2
2018-02-11,QLD,307800.1,37.25,106,58.97416666666667,54.65,62.55,63.19,22.7,34.5,28,32.1
2018-02-12,QLD,333346.5,26.15,139.1,70.99208333333333,67.915,65.62,87.79,20.9,33.5,29.2,32.8
2018-02-13,QLD,376365.75,70.43,143.54,95.09666666666666,92.41499999999999,100.99,110.39,26.3,33,27.7,31.5
2018-02-14,QLD,363941.91,47.11,175.21,86.79041666666667,80.78999999999999,110.8,101.07,21.8,33,29.2,31.6
2018-02-15,QLD,382602.93,60,338.31,111.36916666666667,84.595,100.07,156.76,24.6,35.7,31.7,31.7
2018-02-16,QLD,385935.03,60.09,233.37,99.610625,85.595,180,87.52,26.6,33,29.4,30
2018-02-17,QLD,344857.14,51.31,137.69,72.429375,66.875,86.73,66.66,22.5,31.5,28.6,29.4
2018-02-18,QLD,317595.15,41.44,85.84,64.993125,63.629999999999995,66.84,69.55,22.4,NA,28.5,30.8
2018-02-19,QLD,330845.35,43.24,103.44,71.76958333333333,71.82,76.36,84.98,20.4,33,26.8,30.8
2018-02-20,QLD,343683.94,34.34,138.85,70.191875,63.28,85.33,43.61,23.3,30.9,26.6,29.2
2018-02-21,QLD,320302.07,37.92,86.83,68.14604166666666,69.03,37.92,67.48,22,27.6,26.1,26.2
2018-02-22,QLD,311573.08,47.79,83.32,67.14145833333333,67.34,65.53,75.06,20.7,26.7,23.7,25.8
2018-02-23,QLD,316503.31,50.52,95.14,74.02458333333334,82.785,78.85,82.93,22.2,26.4,25.2,23.8
2018-02-24,QLD,307141.9,43.09,88.15,70.28791666666666,72.88499999999999,78.31,75.37,22.1,29.1,26.3,27.4
2018-02-25,QLD,300026.72,50.42,120.97,72.40354166666667,63.615,77.52,64.12,23.1,NA,28.6,28.9
2018-02-26,QLD,326378.91,45.46,102.57,74.52458333333334,80.375,65.39,78.96,23.1,NA,29.8,31.1
2018-02-27,QLD,343075.92,21.69,159.06,76.76083333333334,66.975,84.58,62.23,21.7,28.5,24,27.1
2018-02-28,QLD,317897.79,34.63,85.75,65.42,64.225,65.25,60.5,19.9,29.5,26,27.6
2018-03-01,QLD,320225.22,48.17,84.64,65.23125,64.315,61.48,84.64,20.9,NA,26.5,33.1
2018-03-02,QLD,354103.94,59.97,130.03,77.80604166666667,74.05,68.41,88.87,24.6,29.1,27.4,27.4
2018-03-03,QLD,327697.49,56.58,96.77,71.66604166666667,69.72999999999999,86.55,67.51,24,30.6,26.6,29.9
2018-03-04,QLD,319622.77,55.18,85.16,68.3175,68.75,72.1,69.25,24.3,34.7,29.8,33.5
2018-03-05,QLD,339785.14,55.91,98.44,74.26604166666667,76.175,76.25,75.81,23.6,29.4,25.1,27.5
2018-03-06,QLD,332427.3,13.86,133.43,62.51375,64.39500000000001,76.44,61.04,20.5,24,23.4,20.3
2018-03-07,QLD,306510.82,45.16,64.78,56.7075,57.585,60.45,55.75,18.8,26.1,21.9,25.8
2018-03-08,QLD,302364.22,50.03,65.32,58.241875,59.22,54.63,56.97,19,26.6,23.9,25.2
2018-03-09,QLD,301212.24,45.37,93.11,59.17104166666667,56.605000000000004,56.64,52.5,19.1,27.4,24.7,26.5
2018-03-10,QLD,288639.21,51.12,62.45,54.91854166666667,54.19,54.58,53.68,20.1,26.7,25.2,25.6
2018-03-11,QLD,278196.61,47.21,65.89,55.15375,54.125,53.73,52.09,18.8,25.7,24,21.7
2018-03-12,QLD,287952.35,43.56,69.11,55.022708333333334,53.73,52.1,53.73,18.3,28.6,22.1,27.9
2018-03-13,QLD,304273.56,48.83,64.54,56.505208333333336,56.14,53.73,54.98,19.2,27.3,25,26.5
2018-03-14,QLD,305700.67,18.52,75.8,58.92520833333333,59.435,56.19,59.41,20.5,28.7,25.3,27.9
2018-03-15,QLD,305012.66,54.76,85.51,62.58770833333333,59.745,59.76,60.68,20.2,29.4,24.1,28.6
2018-03-16,QLD,309936.01,55.07,90.8,66.09979166666666,63.19,62.34,62.3,18.5,30.6,24.6,29.1
2018-03-17,QLD,304236.2,54.92,90.19,65.26229166666667,61.4,63.42,60.04,20.5,31,25.8,30
2018-03-18,QLD,297280.43,47.69,85.83,62.413333333333334,59.834999999999994,62.38,60.23,21.1,31.2,26,29.3
2018-03-19,QLD,321786.14,55.62,137.17,71.36895833333334,64.86,58.69,65.07,21.9,31.4,27.1,30.2
2018-03-20,QLD,337871.82,58.94,118.86,73.16125,62.84,67.45,67.13,20.7,29.8,26.7,27.9
2018-03-21,QLD,329307.3,44.82,81.92,62.29541666666667,62.625,65.9,62.76,21.2,25.8,25.1,25.3
2018-03-22,QLD,317709.4,47.77,84.99,61.071875,60.805,63.42,60.57,20.4,27.6,23.9,27.2
2018-03-23,QLD,315830.18,43.79,75.24,59.88104166666667,59.86,60.5,58.27,19.7,28.3,25.1,27.1
2018-03-24,QLD,303920.31,46.82,70.8,58.47354166666667,57.55,57.93,56.81,20.5,27.7,25.8,27.1
2018-03-25,QLD,290335.6,26.68,70.54,50.522083333333335,48.765,55.95,52.14,19.5,28.1,26,25.2
2018-03-26,QLD,309616.88,29.54,94.73,59.13520833333333,59.39,52.33,67.86,21.9,29.2,25.3,28.4
2018-03-27,QLD,335559.61,51.75,92.87,64.83270833333333,64.00999999999999,64.1,63.27,23.7,28.3,26.4,27.6
2018-03-28,QLD,322167.41,28.64,72.97,55.29270833333333,58.665000000000006,62.93,55.86,20.9,30.9,26.3,30
2018-03-29,QLD,325180.29,51.2,83.83,64.308125,63.35,58.95,62.32,21,28.7,24.7,27.1
2018-03-30,QLD,306617.67,48.92,86,61.76083333333334,59.165000000000006,63.89,52.4,21.1,29.1,25.6,27.8
2018-03-31,QLD,289977.15,46.63,96.56,61.730625,55.415,52.52,53.73,20.7,29.3,25.8,28
2018-04-01,QLD,299708.46,49.17,122.35,65.318,57.91,54.52,60.19,20.1,28.9,25.8,26.8
2018-04-02,QLD,289295.79,44.04,92.29,62.11333333333334,57.730000000000004,58.55,60.06,20.7,28.6,26.8,27.5
2018-04-03,QLD,302723.86,52.37,99.17,68.21083333333334,66.715,63.62,79.12,19.8,28,23.9,27.3
2018-04-04,QLD,309626.53,38.25,98.98,66.50104166666667,64.20500000000001,85.38,64.85,20.1,26.3,21.4,25.4
2018-04-05,QLD,302995.77,28.01,96.42,62.011041666666664,60.82,64.28,58.79,18.2,28.1,24.4,25.6
2018-04-06,QLD,302721.24,30.76,114.7,62.44229166666667,61.144999999999996,61,56.49,18.2,27.8,24.3,26.9
2018-04-07,QLD,293074.43,43.3,117.18,65.18,57.97,49.27,60.01,18.7,28.1,25.5,26.8
2018-04-08,QLD,281426.83,45.37,121.31,65.05333333333333,60.06,59.99,59.45,18.6,27.8,21.9,27
2018-04-09,QLD,296321.65,45.21,111.31,69.64895833333334,64.21000000000001,64.36,64.15,17.6,29.3,23.9,27.6
2018-04-10,QLD,309071.43,25.93,140.63,62.365625,59.285,67.91,59.73,17.6,30.1,22.8,27.9
2018-04-11,QLD,309137.42,43.57,90.05,64,63.8,59.98,64.89,19.9,27.2,23.8,26.3
2018-04-12,QLD,303150.59,12.27,89.69,53.975833333333334,58.24,64.99,32.39,17.6,26.1,23.3,24.5
2018-04-13,QLD,304734.52,39.09,91.76,58.243541666666665,55.855000000000004,55.43,62.3,18.1,27.8,24.5,27.2
2018-04-14,QLD,298869.13,29.37,82,55.781666666666666,56.075,63.8,54.4,18.8,28,23.4,27.2
2018-04-15,QLD,283945.22,16.74,97.63,44.60541666666666,45.510000000000005,54.92,54.42,18.3,30.4,25.5,29.3
2018-04-16,QLD,306234.27,15.93,104.56,54.76833333333333,57.265,57.13,61.92,15.1,32,24.8,31.4
2018-04-17,QLD,312490.8,23.38,137.66,63.41770833333333,60.155,61.46,68.39,16.7,30.8,24.5,27.8
2018-04-18,QLD,316907.87,46.09,108.73,65.49520833333334,61.93,70.83,46.09,19.4,24.7,20.5,24.5
2018-04-19,QLD,303401.57,35.25,94.87,67.53604166666666,64.81,50.98,60.91,18.4,27.2,24.2,25.4
2018-04-20,QLD,307596.47,53.6,146.99,80.63270833333333,76.10499999999999,53.6,102.55,18.9,27.7,23.5,22.6
2018-04-21,QLD,291877.18,51.23,97.25,68.7675,64.72999999999999,95.47,61.79,17.5,26.7,22.3,24
2018-04-22,QLD,276416.15,53.25,84.07,63.475625,62.2,66.33,59,17.2,25.8,23.3,24.8
2018-04-23,QLD,286573.15,52.59,108.66,65.51895833333333,63.465,59.89,64.8,16.9,28,22,23.1
2018-04-24,QLD,297319.87,51.84,106.53,65.66645833333334,64.525,64.87,64.64,16.4,27.2,21.7,25.9
2018-04-25,QLD,281714.64,48.77,99.39,69.14625,64.88,67.54,50.98,17.5,27.7,22.6,27.4
2018-04-26,QLD,284974.32,52.58,146.57,65.92854166666666,60.870000000000005,52.58,56.17,18.1,29.1,22.9,26.8
2018-04-27,QLD,298845.76,52.22,147.45,70.78083333333333,64.855,57.61,63.28,18.3,27.5,23.4,25.8
2018-04-28,QLD,283433.83,47.25,90.39,63.718125,62.05,62.66,56.06,16.6,25.5,21.3,23.5
2018-04-29,QLD,270571.52,41.33,84.95,58.33895833333333,55.22,58.3,55.07,15.8,26.1,20.1,24.1
2018-04-30,QLD,281488.95,51.56,84.37,62.48041666666667,60.57,53.16,66.95,14.9,25.5,20.2,22
2018-05-01,QLD,292739.84,44.8,120.93,66.72375,59.22,67.36,50.84,15.1,25.3,20.7,24.3
2018-05-02,QLD,296787.64,27.1,101.74,60.044375,59.03,54.94,57.77,17.2,26,20.8,24.7
2018-05-03,QLD,299154.34,0.85,116,48.91833333333334,54.785,59.27,51.21,16,26.7,21,24.9
2018-05-04,QLD,299852.71,18.89,89.52,58.149166666666666,60.349999999999994,55.82,52.62,16.5,27.6,22.1,26.3
2018-05-05,QLD,288128.97,20.43,87.44,55.505833333333335,55.595,56.62,27.82,18.3,27.2,23.3,25.4
2018-05-06,QLD,272431.17,17.43,79.15,52.873125,55.375,24.65,36.28,15.7,25.8,20.6,24.3
2018-05-07,QLD,272944.38,18.3,97.95,53.374583333333334,54.595,51.78,48.25,16.7,24.2,20.4,22.8
2018-05-08,QLD,292047.04,47.72,136.18,63.92583333333334,58.58,53.8,68.25,18.5,22.5,19.9,20.6
2018-05-09,QLD,298241.44,32.74,173.61,69.26,65.69500000000001,68.48,55.2,17.9,27.2,21.3,26.5
2018-05-10,QLD,294332.01,19.08,102.67,56.26895833333333,57.345,60.14,52.57,14.3,27.9,19.6,27.5
2018-05-11,QLD,291747.52,18.16,88.12,58.119166666666665,59.44,57.11,51.6,14.9,22.9,18.9,22.5
2018-05-12,QLD,277351.34,14.43,82.02,53.03541666666666,55.215,53.59,49.75,12.3,22.3,16.8,21.8
2018-05-13,QLD,264838.2,35.44,88.49,54.60625,52.855000000000004,43.53,45.8,10.7,24.4,18.1,24.2
2018-05-14,QLD,273236.03,29.82,154.97,63.805416666666666,60.485,44.85,63.4,11.2,25,17.6,24.4
2018-05-15,QLD,285893.1,49.89,144.26,68.16833333333334,63.49,62.76,58.56,13.4,25.1,19,24.2
2018-05-16,QLD,288056.15,12.68,187.19,67.21375,64.16499999999999,59.71,30.61,11.5,24.4,17.4,23.4
2018-05-17,QLD,290737.84,39.49,143.63,66.385625,62.349999999999994,60.3,67.91,12.8,23.6,18.4,21.6
2018-05-18,QLD,294448.54,63.2,165.93,80.18291666666667,74.68,66.58,64.99,13.3,25.4,18.7,23.6
2018-05-19,QLD,280213.61,58.42,116.06,74.465,67.315,64.96,58.42,11.5,25.3,17.5,23.8
2018-05-20,QLD,268662.07,35.74,89.31,62.82479166666667,60.75,60.65,35.74,11.6,25.3,17,24.8
2018-05-21,QLD,281151.44,31.36,92.84,64.87729166666666,62.445,48.65,58.06,9.7,NA,17.9,24.1
2018-05-22,QLD,289902.07,40.45,203.72,71.7475,62.16,54.42,52.97,10.8,25.5,18.4,25.4
2018-05-23,QLD,290339.73,13.8,238.19,70.83770833333334,65.185,55.71,52.1,11.3,25,17.8,23.7
2018-05-24,QLD,292018.63,45.09,181.43,76.61729166666666,68.905,52.9,64.82,13.1,24.2,18.6,23
2018-05-25,QLD,296879.61,52.46,158.42,76.24249999999999,71.77000000000001,66.24,65.53,14.2,24.6,17.1,23.2
2018-05-26,QLD,284318.5,45.59,134.48,73.41708333333334,70,63.29,53.53,15.1,23.8,19.4,17
2018-05-27,QLD,275915.16,45.31,96,60.00625,55.75,56.45,54.52,14.3,23.1,19.7,20.6
2018-05-28,QLD,292297.22,47.64,137.34,69.1675,62.195,54.15,54.3,14.8,22.7,16.9,20.9
2018-05-29,QLD,302096.63,38.32,166.66,67.84145833333334,62.535,62.67,60.6,16.2,23.5,18.6,20.2
2018-05-30,QLD,297438.48,48.56,259.29,80.61145833333333,64.995,64.78,64.35,13.4,26.1,15.4,25.7
2018-05-31,QLD,295648.42,47.91,192.23,71.33729166666667,65.265,64.2,59.04,8.3,22,15,21.6
2018-06-01,QLD,299740.01,51.58,213.96,73.89375,62.22,61.02,55.91,10.2,22.6,16.1,22
2018-06-02,QLD,289381.55,47.07,224.75,75.17,64.08500000000001,55.23,51.97,8.4,23.5,14.9,23.2
2018-06-03,QLD,276537.28,46.34,133.63,65.75708333333333,60.260000000000005,54.23,53.11,12,25.4,18.5,24.7
2018-06-04,QLD,289336.82,55.77,226.4,83.196875,65.82499999999999,57.91,60.01,11.7,24,17.8,22.6
2018-06-05,QLD,297364.89,52.32,255.54,87.25104166666667,80.41499999999999,63.06,80.99,11.5,22.6,17.1,21.6
2018-06-06,QLD,296764.93,55.84,2175.39,149.950625,88.31,81.63,86.09,11.8,23.1,16.4,20.9
2018-06-07,QLD,307145.21,47.99,277.71,89.08520833333333,83.69,76.7,81.82,13.9,20.6,15.3,19.2
2018-06-08,QLD,307329.85,24.01,1868.5,158.56979166666667,77.375,76.27,69.73,13.8,22.4,17.4,21.3
2018-06-09,QLD,294873.43,65.22,210.81,96.24854166666667,85.58,92.84,67.11,15.6,23.7,17.6,23.3
2018-06-10,QLD,276489.98,45.44,118.32,76.40020833333334,67.905,69.91,52.83,15.6,23.6,19.4,21.5
2018-06-11,QLD,288485.54,29.83,115.57,59.46729166666667,57.480000000000004,53.06,44.02,12.4,23.3,17.1,22.4
2018-06-12,QLD,300559.7,27.2,160.9,66.675,60.69,46.79,57.53,9.3,22.9,14.2,21.5
2018-06-13,QLD,301200.18,25.45,170.67,71.41979166666667,61.09,56.74,50.5,10.5,25.2,14.7,24.7
2018-06-14,QLD,297037.8,-4.6,173.45,63.66291666666667,59.65,40.06,29.89,14,23.8,21.1,23
2018-06-15,QLD,295889.2,10.84,127.13,58.203541666666666,58.53,56.38,49.7,11.7,23.7,16.2,23.2
2018-06-16,QLD,285871.92,16.6,117.72,65.95041666666667,68.125,44.82,53.44,6.9,23.2,15.3,22.5
2018-06-17,QLD,277561.95,14.67,108.1,63.69916666666666,59.04,64.85,46.1,8.7,20.5,16.7,19.5
2018-06-18,QLD,298707.45,13.25,161.64,68.99333333333334,62.81,46.11,27.86,9.8,18.5,13.2,18.1
2018-06-19,QLD,312148.17,9.04,261,77.314375,63.785,39.78,49.87,8.5,20.2,14.4,19.7
2018-06-20,QLD,310735.75,12.21,272.05,75.170625,57.495000000000005,26.62,62.65,8.7,22.4,16.1,20.6
2018-06-21,QLD,306551.38,44.25,252.14,80.38791666666667,69.59,56.28,58.79,10.4,22.2,16.2,20.6
2018-06-22,QLD,305449.75,56.77,243.58,97.191875,77.7,62.84,75.35,10.7,22.7,15.8,21.4
2018-06-23,QLD,290722.13,48.75,238.19,83.62895833333333,69.6,69.23,54.63,9.1,23.1,13.7,22.1
2018-06-24,QLD,278789.63,44.1,124.29,66.174375,57.405,50.69,44.1,8.6,23.4,14.4,22.1
2018-06-25,QLD,297482.31,44.59,212.4,85.54520833333333,64.9,44.59,61.73,10.3,21.6,13.6,20.1
2018-06-26,QLD,307366.43,43.74,255.54,86.84625,77.75999999999999,63.69,65.47,13.4,22,16,20.2
2018-06-27,QLD,311679.66,50.64,166,82.22291666666666,80.38,65.67,86.84,14.1,16.9,15.4,16.2
2018-06-28,QLD,311172,46.74,102.47,69.31145833333333,67.175,86.44,67.58,13.8,22,16.1,20.6
2018-06-29,QLD,301714.37,49.46,200.15,77.00479166666666,66.675,64.46,52.77,12.4,23.7,14,22.9
2018-06-30,QLD,285030.77,35.28,88.23,62.72708333333333,62.8,56.7,47.11,12.9,24.6,15.7,23.4
2018-07-01,QLD,276640.94,45.91,86.21,64.67291666666667,61.435,45.91,51.09,15.1,22.4,18.2,22.1
2018-07-02,QLD,288196.66,47.19,175.7,71.596875,65.13,57.18,56.85,14.8,24.4,18.7,23.1
2018-07-03,QLD,292508.49,51.37,104.85,69.29354166666667,65.615,60.14,53.33,13.3,23.3,17.1,22.5
2018-07-04,QLD,291461.17,47.1,178.6,68.039375,59.865,57.26,50.18,14.8,24,17.8,22.6
2018-07-05,QLD,289591.88,40.5,108.36,61.31979166666667,57.06,50.9,60.66,15.4,22.9,18.2,19.4
2018-07-06,QLD,291556.2,41.28,89.05,59.01479166666667,57.55,51.12,53.03,17.6,23.9,21.2,22.9
2018-07-07,QLD,282176.21,39.97,84.01,54.436875,54.555,54.81,50.9,18.2,24.9,20.3,24.4
2018-07-08,QLD,268777.5,29.37,104.05,53.62104166666666,52.32,49.83,31.01,9.7,20.4,14.1,19.7
2018-07-09,QLD,286804.13,32.08,156.23,62.90625,54.18,32.14,49.44,9,20.6,14.2,19.2
2018-07-10,QLD,297700.87,48.27,171.35,73.82041666666667,61.915000000000006,49.79,48.81,9,22.2,13.1,20.6
2018-07-11,QLD,298078.75,48.21,213.02,79.17854166666666,62.155,48.21,55.16,10.7,20.8,15.4,17
2018-07-12,QLD,299018.45,45.72,166.78,73.004375,62.535,55.07,48.13,13.9,21.8,15,21.4
2018-07-13,QLD,292831.79,48.17,164.08,72.83104166666666,63.724999999999994,48.17,49.34,11,21.7,15.8,21.3
2018-07-14,QLD,287701.58,44.45,253.04,82.78770833333333,66.265,47.19,45.48,6.7,21,12.5,20.6
2018-07-15,QLD,280409.67,39.75,230.84,71.635,56.974999999999994,44.7,46.99,5.2,21.6,10.5,20.1
2018-07-16,QLD,292210.34,44.42,266.6,86.17979166666667,67.14,44.42,55.13,7.3,23.6,13.3,23.2
2018-07-17,QLD,301470.05,47.23,236.02,76.46333333333334,63.695,59.75,47.23,7.1,24.3,14.5,23.8
2018-07-18,QLD,301587.49,48.18,166.93,71.87166666666667,62.03,56.59,50.28,6.2,25,11.7,23.8
2018-07-19,QLD,302495.83,45.27,169.72,70.94416666666666,62.045,50.26,50.27,6.3,23.8,12,21.9
2018-07-20,QLD,300510.42,49.44,180.54,75.53999999999999,73.945,56.61,55.3,9.8,24.9,17.2,22.2
2018-07-21,QLD,284492.16,21.28,86.33,61.714166666666664,59.375,58.97,45.32,9.8,20.2,14.2,18.7
2018-07-22,QLD,279957.04,30.47,129.57,65.32604166666667,57.575,30.47,44.94,7.8,20.7,12.8,19.9
2018-07-23,QLD,294421.14,40.57,260.98,73.68270833333334,59.254999999999995,45.16,51.35,8.2,22.2,13.9,20
2018-07-24,QLD,301040.7,47.95,157.95,74.57354166666667,63.545,51.53,55.46,8.5,24.1,13.6,22.1
2018-07-25,QLD,298846.43,39.38,142.55,71.831875,61.03,57.77,56.54,10.3,24.1,13.6,23.1
2018-07-26,QLD,292219.01,48.65,127.68,71.35020833333333,61.58,57.86,54.99,13.5,26.3,18.6,24
2018-07-27,QLD,288651.06,45.26,148.39,73.441875,62.325,55.72,49.27,11.4,25.6,17,22.7
2018-07-28,QLD,276900.13,44.62,98.3,67.240625,62.14,52.34,44.62,11.6,26.4,18.4,24.9
2018-07-29,QLD,266550.58,35.62,98.73,56.088125,50.59,50.24,47.73,12.4,26.4,18.1,24.2
2018-07-30,QLD,277365.25,27.96,162.9,62.09166666666667,53.795,48.03,48.88,11.8,23.7,18.7,23.3
2018-07-31,QLD,292967.46,37.77,169.1,64.42,56.725,49.53,45.73,8.4,23.3,14.5,22.4
2018-08-01,QLD,138387.1,44.26,177.66,74.92190476190476,63.55,46.5,55.18,7,24.7,12.8,22.7
2017-08-01,SA,77471.93000000001,-544.61,264.95,129.6025,125.28,-544.61,112.31,4.6,16.5,8.7,15.7
2017-08-02,SA,75126.13,83.34,243.01,115.03208333333333,108.255,112.81,89.37,7.1,15.5,12.6,13.9
2017-08-03,SA,79838.84,88.3,353.09,150.606875,107.235,90.66,353.09,8.8,12.2,10.1,11.1
2017-08-04,SA,79945.24,64.54,309.14,136.28041666666667,127.42,309.14,93.34,8,13.1,10.1,9.4
2017-08-05,SA,69777.07,41.62,119.01,84.510625,91.16,91.29,66.03,8.2,14.7,9.4,14.1
2017-08-06,SA,65042.53,35.66,114.71,75.93833333333333,80.91499999999999,50.21,84.57,8.5,13.7,9.4,8.6
2017-08-07,SA,70801.85,35.55,170.32,93.45333333333333,93.12,85.92,96.69,7.8,14.6,12.4,13.8
2017-08-08,SA,77449.52,79.67,267.13,124.86416666666666,118.97,90.51,106.79,7.5,14.8,9.8,14.1
2017-08-09,SA,71936.16,55.38,160.5,104.25041666666667,108.495,112.79,77.75,7.5,19.1,14.8,18.3
2017-08-10,SA,60960.14,-125,143.76,77.21604166666667,83.045,73.4,56.32,14.2,19.1,14.6,18.1
2017-08-11,SA,59505.76,-119.16,100.2,64.99291666666667,70.33,54.39,65.78,10.3,16.5,12.2,16
2017-08-12,SA,58175.17,43.45,102.24,73.86375,71.62,62.11,61.28,8.4,18,10.8,16.7
2017-08-13,SA,55368.47,-125.14,109.9,67.52833333333334,66.58,52.23,42.37,8.4,23.3,16.3,22.9
2017-08-14,SA,58792.57,32.64,174.81,89.45375,82.695,34.47,99.81,12.5,22.3,15.9,20.9
2017-08-15,SA,62877.83,33.22,166.7,99.333125,103.00999999999999,100.67,99.34,15.1,15.7,15.4,15.2
2017-08-16,SA,62005.61,-105.15,109.77,57.51125,79.23,102.93,-54.86,11.7,16.9,13,15.5
2017-08-17,SA,60611.3,-54.75,85.08,51.21270833333333,61.155,-52.08,35.08,11.1,16.3,12.6,13.7
2017-08-18,SA,62276.43,-27.49,86.03,63.990625,67.85,-13.61,59.8,8,14.5,11.8,13.7
2017-08-19,SA,65166.48,-30.34,127.08,88.48479166666667,91.655,65.41,86.83,3.5,15.2,9.9,14.4
2017-08-20,SA,60850.3,62.39,155.13,89.14625,84.41999999999999,84.99,78.02,6.5,15,11.7,13.4
2017-08-21,SA,70789.82,46.23,152.6,88.09,81.995,78.72,107.08,7.9,14,8.9,12.9
2017-08-22,SA,75545.84,88.09,200.12,110.57333333333334,103.255,107.2,89.99,8.8,17.1,12.4,16.1
2017-08-23,SA,69827.46,80.85,232.34,115.30395833333334,106.94999999999999,89.99,90.68,10.3,15.3,10.6,15.1
2017-08-24,SA,70908.51,79.99,255.47,113.50958333333334,105.535,89.79,105.22,6.5,15.4,9.8,15
